"Frequency","Word","Sentence"
1,perdonar él,Y entonces tu padre hizo algo que Snape nunca pudo perdonarle.
1,desvencijado,"Después de lo que pareció una eternidad, llegaron al peñasco, donde tío Vernon, resbalando y patinan"
1,torreón,"Encaramado en la cima de una alta montaña, al otro lado, con sus ventanas brillando bajo el cielo es"
1,zapatilla,"Miraba fijamente sus zapatillas, tan rígida como una estatua."
1,sollozar,—Oyó que Quirrell sollozaba.
1,tócalar,Entonces le dije que Fluffy era buenísimo si uno sabía calmarlo: tócale algo de música y se dormirá 
1,ser él,"¿Cómo no ibas a serlo, siendo lo que era mi condenada hermana."
1,noquear,"Aquélla fue la mejor noche de la vida de Harry, mejor que ganar un partido de quidditch, o que la Na"
1,deshacer,Más vale que me deshaga de esta moto.
1,adolfo,Título original: Harry Potter and the Philosopher’s Stone  Traducción: Alicia Dellepiane Rawson  Tra
1,estudiantes,"¿Estudiantes, no."
1,isara,"»), si le pedían que revisara los trabajos les explicaba las respuestas correctas."
1,trapo,El cubo estaba lleno de lo que parecían trapos sucios flotando en agua gris.
1,aparcar,"Tío Vernon había aparcado en la costa, los había dejado encerrados en el coche y había desaparecido."
1,súbita,"Un hombre apareció en la esquina que el gato había estado observando, y lo hizo tan súbita y silenci"
1,despedir yo,"puedo despedirme de él, señor."
1,disipar,"Cuando se disipó, Harry estaba jadeando."
1,chasquido,Se produjo un chasquido y un hombrecito de ojos oscuros y perversos y boca ancha apareció flotando e
1,papanata,"El alivio debió de aparecer en su cara, porque Filch dijo:  —Supongo que crees que vas a divertirte "
1,impopular,"Todos los otros profesores creyeron que Snape trataba de impedir que Gryffindor ganase, se ha hecho "
1,atrápala,"—¡Atrápala si puedes, entonces."
1,hechiceras,¿Hechiceras.
1,hendidura,"Era de color blanco tiza, con brillantes ojos rojos y dos hendiduras en lugar de nariz, como las ser"
1,estadio,Nunca había estado en aquel estadio deportivo.
1,minerva,"Muy cordialmente,  Minerva McGonagall  Directora adjunta  Las preguntas estallaban en la cabeza de H"
1,pitar,Al principio se precipitaron a través de un laberinto de retorcidos pasillos.
1,resbalar,"Después de lo que pareció una eternidad, llegaron al peñasco, donde tío Vernon, resbalando y patinan"
1,encendedor,Parecía un encendedor de plata.
1,pronóstico,"Y ahora, de nuevo con Jim McGuffin y el pronóstico del tiempo."
1,monótonamente,"Binns hablaba monótonamente, mientras escribía nombres y fechas, y confundía Emerico el Malvado con "
1,llevar tú,"Podéis llevaros la capa, no voy a necesitarla."
1,lanzar él,"Hermione parecía lista para lanzarse en sus brazos, pero Harry se alegró de que se contuviera, porqu"
1,adalbert,"— Teoría mágica, Adalbert Waffling."
1,aterrizaje,"¡Ha sido un aterrizaje suave, puedes saltar."
1,provecho,Lo conseguí en la biblioteca: Crianza de dragones para placer y provecho.
1,rociar,"—¿QUÉ TE TENGO DICHO —bramó el tío, rociando saliva por toda la mesa— ACERCA DE PRONUNCIAR LA PALABR"
1,malévolamente,"—Debo decírselo a Filch, debo hacerlo —dijo Peeves con voz de santurrón, aunque sus ojos brillaban m"
1,estricta,"Estricta e inteligente, el primer día de clase dio una charla en cuanto se sentaron."
1,esparcido,"Un centenar de gordos pavos asados, montañas de patatas cocidas y asadas, fuentes de grasientas salc"
1,hinquemos,"Y voy a fastidiaros con la charla de un viejo, antes de que hinquemos el diente a los deliciosos man"
1,detestado,"De ser una de las personas más populares y admiradas del colegio, Harry súbitamente era el más detes"
1,expulsar yo,¡Ya no habrá ningún colegio del que puedan expulsarnos.
1,seleccionado,"El banquete de comienzo de año se celebrará dentro de poco, pero antes de que ocupéis vuestros lugar"
1,tos,"Para Jessica, a quien le gustan las historias,  para Anne, a quien también le gustaban,  y para Di, "
1,ardient,"Tal vez porque ellos no habían visto lo que Harry vio en el bosque, o porque no tenían cicatrices ar"
1,gar,Cuando el señor y la señora Dursley se despertaron el sombrío y gris martes en el que nuestra histor
1,estrujar,Dudley y Piers querían ver las gigantescas cobras venenosas y las gruesas pitones que estrujaban a l
1,irlanda,"Mirad estos dos: Especies de dragones en Gran Bretaña e Irlanda y Del huevo al infierno, guía para g"
1,vergüenza,¿No te da vergüenza.
1,adivino,A mí me parecen adivinos y la profesora McGonagall dice que ésa es una rama de la magia muy inexacta
1,paciencia,"—Oh, sí, todos estaban de fiesta, de acuerdo —dijo con impaciencia—."
1,confederación,Sacó la carta y leyó:    COLEGIO HOGWARTS  DE MAGIA Y HECHICERÍA  Director: Albus Dumbledore (Orden 
1,recorder,"Así que enséñanos cosas que valga la pena saber,  haz que recordemos lo que olvidamos,  hazlo lo mej"
1,perdonen,"—Perdonen, ¿alguno de ustedes es el señor H."
1,matinal,—bramó como saludo matinal.
1,proteger él,"Su aula tenía un fuerte olor a ajo, y todos decían que era para protegerse de un vampiro que había c"
1,conseguirte,Tenemos que ir a la ciudad y conseguirte los libros y todo lo demás.
1,puerco,"—No es tan inusual, hay mucha gente rara en el Cabeza de Puerco, el pub de la aldea."
1,per él,"De un color blanco perla y ligeramente transparentes, se deslizaban por la habitación, hablando unos"
1,muñoz,Título original: Harry Potter and the Philosopher’s Stone  Traducción: Alicia Dellepiane Rawson  Tra
1,corcho,"—gritó la profesora, pero Neville subía en línea recta, como el corcho expulsado de una botella."
1,contentar él,"Ella y tío Vernon se acostaron en una cama llena de bultos en la habitación contigua, y Harry tuvo q"
1,desocupado,—Buenos días —dijo Hagrid a un duende desocupado—.
1,bajíos,Los gemelos Weasley y Lee Jordan se dedicaban a pinchar los tentáculos de un calamar gigante que tom
1,estupidez,—No digas estupideces —dijo tío Vernon—.
1,consolador,"Su último y consolador pensamiento antes de quedarse dormido fue que, aunque los Potter estuvieran i"
1,mosca,"Dumbledore agitó su varita, como si tratara de atrapar una mosca, y una larga tira dorada apareció, "
1,ensangrentado,"—dijo, enseñándoles la mano envuelta en un pañuelo ensangrentado—."
1,hariar,Papá dijo que no harías ma.
1,reseco,En segundos adquirió el blanco grisáceo de unas gachas de avena resecas.
1,tenías,"—Tenías hambre, ¿verdad."
1,feorge,Sabemos muy bien que nos llamamos Gred y Feorge.
1,díctamo,"Harry, que estaba buscando «díctamo» en Mil hierbas mágicas y hongos, no levantó la cabeza hasta que"
1,contrabando,Creo que voy a fastidiar a mi padre hasta que me compre una y la meteré de contrabando de alguna man
1,quedarar,"Te estoy avisando ahora, chico: cualquier cosa rara, lo que sea, y te quedarás en la alacena hasta N"
1,cera,¡Cera del oído.
1,sudoroso,"—les preguntó, mirando sus rostros sudorosos y rojos y sus batas desabrochadas colgando de sus hombr"
1,reproducción,"Queda rigurosamenta prohibida, sin la autorización de los titulares del “Copyright”, bajo las sancio"
1,mírame,—¡Mírame.
1,do,"Para Jessica, a quien le gustan las historias,  para Anne, a quien también le gustaban,  y para Di, "
1,estafeta,"Mientras tío Vernon llamaba a la estafeta y a la lechería, tratando de encontrar a alguien para quej"
1,cosquilla,"Después había puertas que no se abrían, a menos que uno lo pidiera con amabilidad o les hiciera cosq"
1,verrugas,"Cuando Harry finalmente se levantó de la mesa, estaba cargado de cosas salidas de los petardos, que "
1,piénsalo,"Bueno, piénsalo mejor, muchacho."
1,bullicioso,"Los de primer año de Gryffindor siguieron a Percy a través de grupos bulliciosos, salieron del Gran "
1,aferrar él,"De pronto, Firenze levantó las patas con furia y Harry tuvo que aferrarse para no caer."
1,dudaréis,Aquí habrá muy poco de estúpidos movimientos de varita y muchos de vosotros dudaréis que esto sea ma
1,siga,Títulos disponibles en la serie de Harry Potter (en orden de aparición):      Harry Potter y la pied
1,béisbol,"Dio a Harry un pequeño palo, parecido a un bate de béisbol."
1,encarnado,"Harry miró el rostro encarnado de su tío y la cara pálida de su tía, que trataba de levantar a Dudle"
1,sacrificio,¡Hay que hacer algunos sacrificios.
1,pegar yo,"—¡Ven entonces, intenta pegarme."
1,dejéis,—¡No me dejéis.
1,bisagra,"Toda la cabeza se separó del cuello y le cayó sobre el hombro, como si tuviera una bisagra."
1,regalos,"—Regalos de tus amigos y admiradores —dijo Dumbledore, radiante—."
1,nudo,"También llevaban bastones con nudos, que utilizaban para pelearse cuando los profesores no los veían"
1,tranquilizar,"—Todo habrá terminado el sábado a medianoche —dijo Hermione, pero eso no lo tranquilizó."
1,verdós,Tenía una palidez verdosa y Harry cruzó los dedos debajo de la mesa.
1,sacudir él,"Lo llevaba cada vez más alto, lejos del juego, sacudiéndose y retorciéndose."
1,preguntar yo,"—Entonces, ¿queríais preguntarme algo."
1,destinado,"Y realmente es muy curioso que estuviera destinado a esa varita, cuando fue su hermana."
1,filosofales,"Al mismo tiempo, habría apostado doce Piedras Filosofales a que Snape acababa de salir del aula y, p"
1,moviérir,La señora Hooch ha dicho que no nos moviéramos.
1,aspiradora,"Era una suerte que tía Petunia ya no entrara a pasar la aspiradora, porque Hedwig iba trayendo raton"
1,escudriñar,"Mientras la señora Dursley estaba en el cuarto de baño, el señor Dursley se acercó lentamente hasta "
1,copita,"Unas ancianas estaban sentadas en un rincón, tomando copitas de jerez."
1,embotellar,"Puedo enseñaros cómo embotellar la fama, preparar la gloria, hasta detener la muerte."
1,recipient,"Un centenar de gordos pavos asados, montañas de patatas cocidas y asadas, fuentes de grasientas salc"
1,hogar,"Sus ojos se clavaron en el hogar apagado, con las bolsas de patatas fritas arrugadas, y dejó escapar"
1,divertirte,"El alivio debió de aparecer en su cara, porque Filch dijo:  —Supongo que crees que vas a divertirte "
1,llover,Comenzó a llover.
1,redecilla,"La profesora McGonagall, con una bata de tejido escocés y una redecilla en el pelo, tenía sujeto a M"
1,lluviós,Pero puedo prometerles una noche lluviosa para hoy.
1,recelo,—preguntó con recelo.
1,entornar,La cola del gato se agitó y sus ojos se entornaron.
1,tambaleándose,"—dijo Neville, tambaleándose—."
1,principiante,"— Guía de transformación para principiantes, Emeric Switch."
1,construido,"Estaban en el borde de un enorme tablero de ajedrez, detrás de las piezas negras, todas más altas qu"
1,liberar él,Hermione pudo liberarse antes de que la planta la atrapara.
1,alborotar,Una suave brisa les alborotó el cabello mientras miraban en dirección al bosque.
1,avisar yo,"Creo que, al menos, debió avisarnos a nosotros, los prefectos."
1,protestar,"O, al menos, así era hasta que en la sala común de Gryffindor apareció una noticia que los hizo prot"
1,vigil,"—Bueno, date prisa, quiero que vigiles el beicon."
1,ricura,"—Queda más en la sartén, ricura —dijo tía Petunia, volviendo los ojos empañados a su robusto hijo—."
1,desagrado,"Y si a los Dursley no les gustaba que Harry pasara con ellos las vacaciones, su desagrado no era nad"
1,emprender,"Al atardecer, con el sol muy bajo en el cielo, Harry y Hagrid emprendieron su camino de vuelta por e"
1,salvar yo,—¿Snape trataba de salvarme.
1,terminarás,Tú sigue con gentuza como los Weasley y ese Hagrid y terminarás como ellos.
1,salgar,Supongo que quieres ser guardabosques cuando salgas de Hogwarts.
1,inventar él,Harry salió de la biblioteca deseando haber sido más rápido en inventarse algo.
1,harás,O tal vez en Slytherin  harás tus verdaderos amigos.
1,snowy,"Harry sabía que debería sentir pena por la pierna de la señora Figg, pero no era fácil cuando record"
1,noviembre,"CAPÍTULO 11   Quidditch   Cuando empezó el mes de noviembre, el tiempo se volvió muy frío."
1,socio,"Ni siquiera era socio de la biblioteca, así que nunca había recibido notas que le reclamaran la devo"
1,subido,—¿Habéis subido todos.
1,perfección,En el preciso momento en que estaba diciéndoles a todos que miraran la perfección con que Malfoy hab
1,gales,El verde común de Gales y el negro de las Hébridas.
1,apasionante,Fue una de esas raras ocasiones en que la verdadera historia era aún más extraña y apasionante que l
1,railview,"Potter  Habitación 17  Hotel Railview  Cokeworth  Harry iba a coger la carta, pero tío Vernon le peg"
1,incendiar él,"Entonces, un dolor le perforó la cabeza, algo que nunca había sentido, como si la cicatriz estuviera"
1,leas,Y creo que ya es hora de que leas la carta.
1,agachado,"Firenze redujo el paso y previno a Harry que tuviera la cabeza agachada, por las ramas bajas, pero n"
1,enseñar él,Harry se levantó el flequillo para enseñarle la luminosa cicatriz.
1,aaay,¡Aaayyyy.
1,cant,"—¡Y ahora, antes de ir a acostarnos, cantemos la canción del colegio."
1,infernal,"—Vamos, regresemos en ese carro infernal y no me hables durante el camino; será mejor que mantenga m"
1,limpiamente,"Oyó cascos galopando a sus espaldas, y algo lo saltó limpiamente y atacó a la figura."
1,gorila,"Aquello tampoco estaba mal, pensó Harry, chupándolo mientras observaban a un gorila que se rascaba l"
1,volár,Se ha quedado dormido mientras volábamos sobre Bristol.
1,cartel,La serpiente levantó la cola hacia el pequeño cartel que había cerca del vidrio.
1,expuesto,"Movía la cabeza en todas direcciones mientras iban calle arriba, tratando de mirar todo al mismo tie"
1,adicional,Título original: Harry Potter and the Philosopher’s Stone  Traducción: Alicia Dellepiane Rawson  Tra
1,chiste,"En la mesa de los profesores, Dumbledore había reemplazado su sombrero cónico de mago por un bonete "
1,duddy,Quiero que todo sea perfecto el día del cumpleaños de Duddy.
1,autopista,Diez minutos después se habían abierto camino a través de las puertas tapiadas y estaban en el coche
1,torciéndole,"quiero —dijo Percy con firmeza, mientras los gemelos le metían el jersey por la cabeza, torciéndole "
1,unísono,—dijeron al unísono.
1,insultar él,"Por dondequiera que Harry pasara, lo señalaban con el dedo y no se molestaban en bajar la voz para i"
1,tejón,"Con las manos temblorosas, Harry le dio la vuelta al sobre y vio un sello de lacre púrpura con un es"
1,renuncia,Se sentía tan avergonzado que fue a ver a Wood y le ofreció su renuncia.
1,ayudante,Quizá podría ser el ayudante de Hagrid.
1,barranco,"Llegaron entre sacudidas al otro lado de un barranco subterráneo, y Harry se inclinó hacia un costad"
1,adusto,Hagrid lo miró con aire adusto.
1,desdentado,"Un viejo desdentado se acercó a ellos, señalando un viejo bote de remos que se balanceaba en el agua"
1,musculoso,En sus enormes brazos musculosos sostenía un bulto envuelto en mantas.
1,volante,Tamborileó con los dedos sobre el volante y su mirada se posó en unos extraños que estaban cerca de 
1,codo,"El aire era cada vez más frío, mientras doblaban por estrechos recodos."
1,ilegalmente,Así que ya tenían algo más de qué preocuparse: lo que podía sucederle a Hagrid si alguien descubría 
1,inmovilización,"—Es la Inmovilización Total —dijo Hermione, angustiada—."
1,legendario,"Empujó el libro hacia ellos, y Harry y Ron leyeron:  El antiguo estudio de la alquimia está relacion"
1,gentilmente,¡Y este caballero ha aceptado gentilmente alquilarnos su bote.
1,bofetada,¡Y no recibirás una bofetada.
1,atar,"Snape los puso nerviosos a todos, vigilándolos de cerca mientras trataban de recordar cómo hacer una"
1,admirado,"Empujó su escoba un poquito más, para volar más alto, y oyó los gritos y gemidos de las chicas que l"
1,resolución,"Y entonces, una semana antes de que empezaran los exámenes, las nuevas resoluciones de Harry de no i"
1,alargar,Alargó una mano para acariciar la cabeza del dragón.
1,comezón,"Por alguna razón, sintió una comezón en la nuca."
1,jinete,Pero las Nimbus 2000 no decidían súbitamente tirar a sus jinetes.
1,podó,"Mientras Dudley no hacía otra cosa que mirarlo y comer helados, Harry limpió las ventanas, lavó el c"
1,haberla,Es una suerte haberla recuperado.
1,cantar él,Y cuando me he ido estaba cantándole una canción de cuna.
1,apolillado,Tía Petunia halló unas pocas mantas mohosas en la otra habitación y preparó una cama para Dudley en 
1,diciembre,Una mañana de mediados de diciembre Hogwarts apareció cubierto por alrededor de un metro de nieve.
1,caradura,—Eres una caradura —dijo Ron en voz alta.
1,visteis,¿No visteis lo que había debajo de él.
1,babear,Fang tenía la cabeza apoyada sobre la rodilla de Harry y babeaba sobre su túnica.
1,haced,"Haced sitio, tienen que pasar los de primer año."
1,baruffio,"Y pronunciar las palabras mágicas correctamente es muy importante también, no os olvidéis nunca del "
1,aborrecer,"La razón exacta por la que Dudley podía querer una bicicleta era un misterio para Harry, ya que Dudl"
1,beneficioso,"El ajedrez era la única cosa a la que Hermione había perdido, algo que Harry y Ron consideraban muy "
1,aproximar él,Podían sentir la respiración caliente y olorosa del perro al aproximarse a las gigantescas cabezas.
1,joya,"Algo realmente extraordinario tenía que haber en aquella cámara de máxima seguridad, Harry estaba se"
1,diestro,"bien, soy diestro —respondió Harry."
1,siniestro,"En tono bajo, para que nadie más lo oyera, Harry les explicó el súbito y siniestro deseo de Snape de"
1,muertos,"Para tu información, Potter, asfódelo y ajenjo producen una poción para dormir tan poderosa que es c"
1,sustituto,Tuvieron que traer sustitutos para que los jugadores pudieran dormir.
1,sabía,—No sabías.
1,diciéndome,Si recibo una lechuza más diciéndome que habéis hecho.
1,pitido,La señora Hooch dio un largo pitido con su silbato de plata.
1,cuánta,¿Cuántas veces se habían quejado de lo que les costaba mantener a Harry.
1,salpicar,"El mar congelado los salpicaba, la lluvia les golpeaba la cabeza y un viento gélido les azotaba el r"
1,sobrevivistir,Pero sobreviviste.
1,argolla,"Se inclinó y tiró de la argolla de la trampilla, que se levantó y quedó abierta."
1,jugar él,"ah, sí, me dijo que tenía el huevo de dragón y que podía jugarlo a las cartas si yo quería."
1,encaramar,"Neville vaciló, pero luego se encaramó al respaldo de su silla para ayudar."
1,aficionado,El profesor Dumbledore es aficionado a la música de cámara y a los bolos.
1,bajad,"Mantened las escobas firmes, elevaos un metro o dos y luego bajad inclinándoos suavemente."
1,acompañado,"Había regresado el chico del sapo, pero acompañado de una niña."
1,gemela,Dudley y Harry compartieron una habitación con camas gemelas y sábanas húmedas y gastadas.
1,juguetón,"Por lo que Harry había visto, la serpiente no había hecho más que darles un golpe juguetón en los pi"
1,salpicado,"Para evitar todas las miradas, Harry levantó la vista y vio un techo de terciopelo negro, salpicado "
1,arén,"Filch tenía una gata llamada Señora Norris, una criatura flacucha y de color arena, con ojos saltone"
1,tartamudeo,"Cada vez que Harry se cruzaba con Quirrell, le dirigía una sonrisa para darle ánimo, y Ron les pedía"
1,enredadera,"Harry y Ron, por su parte, ya tenían las piernas atrapadas por largas enredaderas sin que se hubiera"
1,gruñir,"Cada vez que pasaban por el pasillo del tercer piso, Harry, Ron y Hermione apoyaban las orejas contr"
1,oprimir,—jadeó Harry mientras la planta le oprimía el pecho.
1,personalmente,"—Ten cuidado, Potter, otra noche de vagabundeos y yo personalmente me encargaré de que te expulsen."
1,despistar,"—Creo que lo hemos despistado —dijo Harry, apoyándose contra la fría pared y secándose la frente."
1,palideceír,Hagrid iba a contestarle cuando de golpe su rostro palideció.
1,inesperado,"Y entonces, una semana antes de que empezaran los exámenes, las nuevas resoluciones de Harry de no i"
1,bertie,"En cambio, tenía Grageas Bertie Bott de Todos los Sabores, chicles, ranas de chocolate, empanada de "
1,comunicar él,—¿Se puede saber quién tiene tanto interés en comunicarse contigo.
1,traga,Tía Petunia lo miró como si se hubiera tragado un limón.
1,terminar él,"Comieron en el restaurante del zoológico, y cuando Dudley tuvo una rabieta porque su bocadillo no er"
1,presionarte,"—No quiero presionarte, Potter, pero si alguna vez necesitamos que se capture enseguida la snitch, e"
1,emeric,"— Guía de transformación para principiantes, Emeric Switch."
1,protegertar,ella trataba de protegerte.
1,mimblewimble,"Tío Vernon, que estaba muy pálido, susurró algo que sonaba como mimblewimble."
1,cuellecito,"Malitos, malitos, os agarrarán del cuellecito."
1,ordinario,"Aunque Hagrid parecía saber adónde iban, era evidente que no estaba acostumbrado a hacerlo de la for"
1,deprimente,"Aunque aquello significaba una mejora en muchos aspectos, después de un tiempo resultaba un poco dep"
1,expúlselo,"—¡Expúlselo, árbitro."
1,doblegar,Ni siquiera la lluvia constante que había reemplazado a la nieve podía doblegar su ánimo.
1,cordialmente,"Muy cordialmente,  Minerva McGonagall  Directora adjunta  Las preguntas estallaban en la cabeza de H"
1,tocar tú,"Quirrell, lleno de odio, codicia y ambición, compartiendo su alma con Voldemort, no podía tocarte po"
1,valorar,Siempre he valorado la valentía.
1,desteñida,Las peladas y desteñidas letras doradas formaban palabras en lenguas que Harry no conocía.
1,inquietante,Pero Harry estaba seguro de que aquella sensación inquietante nada tenía que ver con los exámenes.
1,barbudo,"Ante el peligro de ser alanceado con la punta de un paraguas empuñado por un gigante barbudo, el val"
1,manjar,"Y voy a fastidiaros con la charla de un viejo, antes de que hinquemos el diente a los deliciosos man"
1,devolviéndosela,"—Muy bien —dijo, devolviéndosela a Hagrid—."
1,abarrotado,La sala común estaba abarrotada y bulliciosa.
1,decir yo él,"Luego dijo:  —Señor, hay algunas cosas más que me gustaría saber, si puede decírmelas."
1,secretaria,"Dijo a gritos a su secretaria que no quería que lo molestaran, cogió el teléfono y, cuando casi habí"
1,morada,¡Esto es allanamiento de morada.
1,caravana,"Pero justo cuando el muchacho llegó a la división de los dos andenes, una larga caravana de turistas"
1,empleado,"—Pero eso es para los empleados, no para los alumnos."
1,datir,"—¡Date prisa, chico."
1,chicl,"En cambio, tenía Grageas Bertie Bott de Todos los Sabores, chicles, ranas de chocolate, empanada de "
1,inverosímil,"—repitió la profesora, como si pensara que era algo inverosímil—."
1,prismático,Muchos alumnos tenían prismáticos.
1,escondida,"Veinticuatro cartas para Harry entraron en la casa, escondidas entre dos docenas de huevos que un mu"
1,recuérdelo,"La varita escoge al mago, recuérdelo."
1,convencer,"No les creyó cuando dijeron que estaban perdidos, estaba convencido de que querían entrar a propósit"
1,insoportable,El Barón Sanguinario se ha vuelto insoportable.
1,gordos,"Un centenar de gordos pavos asados, montañas de patatas cocidas y asadas, fuentes de grasientas salc"
1,desviar él,Su trabajo es proteger a su equipo de las bludgers y desviarlas hacia el equipo contrario.
1,audacia,"Era tío Vernon, todavía con el rostro púrpura, todavía con bigote y todavía con aire furioso ante la"
1,movido,"—He tenido que dejar que sucediera —dijo Ron, conmovido—."
1,pedir yo,"puedo despedirme de él, señor."
1,extrañamente,La cabeza de Quirrell parecía extrañamente pequeña sin él.
1,locomotor,"—No te olvides, es Locomotor Mortis —murmuró Hermione mientras Ron deslizaba su varita bajo la manga"
1,estabar,"Sabía que no estabas recibiendo las cartas, pero nunca pensé que no supieras nada de Hogwarts."
1,pillar yo,Mi tío abuelo Algie trataba de pillarme desprevenido y forzarme a que saliera algo de magia de mí.
1,violento,"Iba en zigzag por el aire y, de vez en cuando, daba violentas sacudidas que casi lo hacían caer."
1,equivocados,—Equivocados —dijo tío Vernon—.
1,ayudéis,Espero que este año nos ayudéis a ganar el campeonato para la casa.
1,salido,Las personas que estaban en la casa de los reptiles gritaban y corrían hacia las salidas.
1,distribuido,"Guirnaldas de muérdago y acebo colgaban de las paredes, y no menos de doce árboles de Navidad estaba"
1,basto,"También llevaban bastones con nudos, que utilizaban para pelearse cuando los profesores no los veían"
1,tejano,"Se levantó y se puso los tejanos: no quería andar por la estación con su túnica de mago, ya se cambi"
1,oponente,"—Tranquilo, los Weasley son los oponentes perfectos para las bludgers."
1,adelantar tú,"Harry miró por encima de su hombro para leerlo:  El peligro yace ante ti, mientras la seguridad está"
1,enfadar yo,"—No debería enfadarme —dijo con pesar—, pero a lo mejor no ha funcionado."
1,rinoceronte,"Tío Vernon volvió a sentarse, resoplando como un rinoceronte al que le faltara el aire y vigilando e"
1,vaticinado,¡Los centauros debemos ocuparnos de lo que está vaticinado.
1,habíais,—¿Dónde os habíais metido.
1,bienvenida,"—En el salón —respondió enseguida tía Petunia—, esperando para darles la bienvenida a nuestra casa."
1,perseguir él,"Por un momento vio un resplandor dorado, pero era el reflejo del reloj de uno de los gemelos Weasley"
1,pasárselo,"Cuanto más intentaba pasárselo por la cabeza, más pequeña se volvía la prenda, hasta que finalmente "
1,abusar,"» Tenían grandes probabilidades de que los atraparan Filch o la Señora Norris, y Harry sintió que es"
1,libremente,"En cuanto se metió en la cama, pudo pensar libremente en ello: la capa invisible y quién se la había"
1,bardo,Títulos disponibles en la serie de Harry Potter (en orden de aparición):      Harry Potter y la pied
1,utiliza,"Utilizamos pelos de unicornio, plumas de cola de fénix y nervios de corazón de dragón."
1,descuidar,Pero no me dirá que no es descuidado.
1,suelto,"Llevaba gafas de media luna, tenía la nariz larga y encorvada, cabello plateado suelto, barba y bigo"
1,dondequiera,"Por dondequiera que Harry pasara, lo señalaban con el dedo y no se molestaban en bajar la voz para i"
1,pomposamente,"—Bien hecho, Ron, excelente —dijo pomposamente Percy Weasley, por encima de Harry, mientras Zabini, "
1,pilotado,Se quejaba en voz alta porque los de primer año nunca estaban en los equipos de quidditch y contaba 
1,énfasis,"—No digas tonterías, Petunia, yo nunca pasé hambre en Smeltings —dijo con énfasis tío Vernon—."
1,domesticar,"De todos modos, no se puede domesticar un dragón, es peligroso."
1,preocupartar,Y no tienes que preocuparte por la quaffle o las bludgers.
1,malva,"Madame Malkin era una bruja sonriente y regordeta, vestida de color malva."
1,estuvierar,"—Me alegro de que estuvieras atenta en las clases de Herbología, Hermione —dijo Harry mientras se re"
1,segundos,En segundos adquirió el blanco grisáceo de unas gachas de avena resecas.
1,tardéis,Dejad las escobas donde están o estaréis fuera de Hogwarts más rápido de lo que tardéis en decir qui
1,recuérdalo,"No es bueno dejarse arrastrar por los sueños y olvidarse de vivir, recuérdalo."
1,cruzar yo,—Debimos de cruzarnos en el aire.
1,erizada,"De otro bolsillo sacó un búho (un búho de verdad, vivo y con las plumas algo erizadas), una gran plu"
1,ininterrumpido,"Harry lo cerró de golpe, pero el aullido continuaba, en una nota aguda, ininterrumpida."
1,vómito,"En mi juventud tuve la mala suerte de encontrar una con sabor a vómito y, desde entonces, me temo qu"
1,ébano,"Ébano y pelo de unicornio, veintiún centímetros y medio."
1,demás,"Se podía decir que era demasiado grande para que lo aceptaran y, además, tan desaliñado."
1,descongelar,"Por las ventanas de arriba veían a Hagrid descongelando las escobas en el campo de quidditch, enfund"
1,felino,"Mientras el señor Dursley daba la vuelta a la esquina y subía por la calle, observó al gato por el e"
1,esperen,esperen un momento.
1,restaurante,"Comieron en el restaurante del zoológico, y cuando Dudley tuvo una rabieta porque su bocadillo no er"
1,atragantar,Luego se atragantó y dijo:  —¡Ay de mí.
1,confesar,no conozco ninguno —confesó Harry.
1,abordar,"Al terminar la cena, tú, Petunia, volverás al salón con la señora Mason para tomar el café y yo abor"
1,zas,La señora Dursley entró en el comedor con dos tazas de té.
1,cónico,"En la mesa de los profesores, Dumbledore había reemplazado su sombrero cónico de mago por un bonete "
1,agotado,"Se fueron a la cama agotados, con las gargantas secas."
1,llámalo,"—Llámalo Voldemort, Harry."
1,tenebrós,La hierba se agitaba bajo sus pies mientras marchaban por el terreno inclinado en dirección a un pra
1,sabría,¿Sabría algo sobre Snape que no quería decirle.
1,ronquido,Los ronquidos de Dudley quedaron amortiguados por los truenos que estallaron cerca de la medianoche.
1,forúnculo,Snape los puso en parejas para que mezclaran una poción sencilla para curar forúnculos.
1,involucrado,"Entonces hay alguien llamado Nicolás Flamel que está involucrado en esto, ¿no."
1,pierdes,Éste es otro punto que pierdes para Gryffindor.
1,demacrado,"Harry miró hacia la mesa de Slytherin y vio un fantasma horrible sentado allí, con ojos fijos y sin "
1,cójala,Cójala y agítela.
1,levantamiento,No necesitaba haber estudiado el Código de Conducta de los Hombres Lobo de 1637 o el levantamiento d
1,pellizco,¡Pellizco.
1,lateír,Su corazón latió más rápido que nunca.
1,hablaste,"—¿De qué hablaste con él, Hagrid."
1,atreves,—¡CÓMO TE ATREVES A ASUSTAR A DUDLEY.
1,razonablemente,—Aún no sabes si vas a hacer un papelón —dijo razonablemente Ron—.
1,desgraciado,"Había vivido con los Dursley casi diez años, diez años desgraciados, hasta donde podía acordarse, de"
1,aaaaaah,—¡AAAAAAAAAAAAAH.
1,pillar,"Dudley lloriqueaba en el asiento trasero, pues su padre le había pegado en la cabeza cuando lo pilló"
1,escapes,"Ron había pasado toda la velada dándole consejos del tipo de: «Si trata de maldecirte, será mejor qu"
1,destartalado,"Para ser un lugar famoso, estaba muy oscuro y destartalado."
1,rábano,Ron se puso tan colorado que parecía un rábano con insolación.
1,campestre,"Subieron al expreso de Hogwarts, charlando y riendo, mientras el paisaje campestre se volvía más ver"
